Constituency,Name,Political Party,Votes,ID
LUUKA,NAMWASE  OLIVER,INDEPENDENT,15885,362
LUUKA,NABIRYO  OLIVIA,NUP,11120,362
LUUKA,ALIYINZA  GLADYS,INDEPENDENT,9406,362
LUWERO,NABUKENYA  BRENDA,NUP,76801,363
LUWERO,MULONDO  CISSY,NRM,40353,363
LUWERO,NAJJUKA  PROSSY,INDEPENDENT,21136,363
LUWERO,NAKIGANDA  MIRRIAM,FDC,3330,363
LUWERO,NAMULINDWA  JOY NABYALIIRO,INDEPENDENT,1850,363
LUWERO,NANTONGO  DOREEN,INDEPENDENT,1801,363
LUWERO,NANYANZI  SHIFAH WALAKIRA,JEEMA,1481,363
LUWERO,NAMULINDWA  PHEOBEH,INDEPENDENT,313,363
LWENGO,NAMUJJU  CISSY DIONIZIA,NRM,37889,364
LWENGO,MUWONGE  NKONGE SARAH EVELYNE,INDEPENDENT,26435,364
LWENGO,NAKASAGGA  ELIZABETH,NUP,20562,364
LWENGO,NAMUYANJA  CHRISTINE,DP,1107,364
LYANTONDE,KEMIREMBE  PAULINE KYAKA,NRM,16401,365
LYANTONDE,ASIIMWE  RUTH KANYARUJU,INDEPENDENT,10076,365
LYANTONDE,NAJJAGWE  RAHMAH SAAD,INDEPENDENT,4773,365
MADI-OKOLLO,OKIA JOANNE ANIKU,NRM,,366
MANAFWA,KITUTU  MARY GORETTI KIMONO,NRM,31324,366
MANAFWA,MUTONYI  ROSE MASABA,INDEPENDENT,17061,366
MANAFWA,NAMALWA  ANNET,FDC,748,366
MANAFWA,KHAINZA  MILLY,INDEPENDENT,361,366
MANAFWA,MUNGOMA  ANNIE,INDEPENDENT,300,366
MARACHA,DRIWARU  JENNIFER,NRM,30004,367
MARACHA,AYAKA  ROSE ATIMA,INDEPENDENT,17879,367
MARACHA,BAKO  JUDITH,INDEPENDENT,2753,367
MASAKA,NAMUTAAWE  JOAN,INDEPENDENT,12541,368
MASAKA,NALULE  JOANITA,INDEPENDENT,11303,368
MASAKA,NAMUGABE  EDITH KULABAKO,NRM,6293,368
MASAKA,NAKIYEMBA  HARRIET SSEBUWUFU,NUP,4610,368
MASAKA,NANZIRI  JANE GRACE,DP,671,368
MASAKA,NAMYALO  DIVINE BWANIKA,FDC,173,368
MASAKA CITY,NAKABUYE  JULIET KAKANDE,NUP,37024,369
MASAKA CITY,BABIRYE  MARY KABANDA,DP,18203,369
MASAKA CITY,NAKYEJWE  CHRISTINE,NRM,11568,369
MASAKA CITY,NANYONJO  HADIJAH,INDEPENDENT,2137,369
MASAKA CITY,OWAMARIA  FLORENCE,INDEPENDENT,345,369
MASAKA CITY,NALUNKUMA  LYDIA,FDC,242,369
MASINDI,ASIIMWE  FLORENCE AKIIKI,NRM,44680,370
MASINDI,KAHOMBO  MILDRED KAKUSYA,INDEPENDENT,27950,370
MASINDI,KASANGAKI  LILIAN,INDEPENDENT,10686,370
MAYUGE,NAKADAMA  RUKIA ISANGA,NRM,48951,371
MAYUGE,MUKODA  JULIE ZABWE,INDEPENDENT,31445,371
MAYUGE,NAKAYIZA  RITAH MATHUR,NUP,31142,371
MAYUGE,NAWANZIGE  FLORENCE,FDC,2058,371
MAYUGE,KAUMA  VIVIAN,DP,1303,371
MAYUGE,KADHAYA  BRENDA,INDEPENDENT,1254,371
MBALE,MUKHAYE  MIRIAM,INDEPENDENT,29073,372
MBALE,MUSUYA   SOOBI ANNET FLORENCE,NRM,25864,372
MBALE,LUNYOLO   SYLVIA AISHA,INDEPENDENT,8287,372
MBALE,KAKAI  JUDITH,NUP,3941,372
MBALE,NAFUNA   PHIONA,FDC,1448,372
MBALE,NANDUTU  SUSAN MWALYE,INDEPENDENT,1269,372
MBALE CITY,NAKAYENZE  CONNIE GALIWANGO,INDEPENDENT,40729,373
MBALE CITY,WANYOTO  LYDIA MUTENDE,NRM,25276,373
MBALE CITY,MASIBO  ROBINAH NADUNGA,NUP,6565,373
MBALE CITY,NAMBUYA  MAIMUNA,FDC,1852,373
MBALE CITY,LUWUNGULE  SHADIA,INDEPENDENT,1382,373
MBALE CITY,NANSUBUGA  RACHAEL KAKUNGULU,INDEPENDENT,643,373
MBARARA,AYEBARE  MARGARET,NRM,36638,374
MBARARA,ATUHAIRE  JULIET KICONCO KAMUSHANA,INDEPENDENT,11603,374
MBARARA CITY,ATUKWASA  RITA,INDEPENDENT,18738,374
MBARARA CITY,KICONCO  BONNIE KASHAIJA MUTUNGI,NRM,18560,374
MBARARA CITY,ATUSASIRE  AGATHA,FDC,12890,374
MBARARA CITY,KYOMUGISHA  DONA,INDEPENDENT,1299,374
MBARARA CITY,NUMBER ONE  IRENE,INDEPENDENT,324,374
MITOOMA,AGASHA  JULIET BASHIISHA,NRM,34736,375
MITOOMA,KAMATEEKA  JOVAH KARAMAGI,INDEPENDENT,16148,375
MITOOMA,KYARAMPE  REBECCA,INDEPENDENT,13974,375
MITOOMA,KAMAYONZA  COSTANCE,NUP,964,375
MITYANA,BAGALA  JOYCE NTWATWA,NUP,64633,375
MITYANA,NABAKOOBA  JUDITH NALULE,NRM,48322,375
MITYANA,NABALISA  BRENDA,INDEPENDENT,1515,375
MOROTO,ATYANG  STELLA,NRM,18978,376
MOROTO,APIO  LUCY CHEGEM,INDEPENDENT,3147,376
MOROTO,LORIKA  DINAH ADUPA,INDEPENDENT,1666,376
MOROTO,ANGELLA  ZAINAB ALI,NUP,473,376
MOROTO,ANGOLERE  CAROLINE,INDEPENDENT,30,376
MOYO,MORIKU  JOYCE KADUCU,NRM,18403,376
MOYO,BAYOA  JULIET AUCURU,INDEPENDENT,4015,376
MOYO,CHANDIA  BENADETTE KODILI,INDEPENDENT,2734,376
MPIGI,NAMBOOZE  TEDDY,NUP,48164,377
MPIGI,NAKAWUNDE  SARAH TEMULANDA,NRM,25343,377
MPIGI,NAKINTU  JOANITA LULE,INDEPENDENT,7297,377
MPIGI,NAYIGA  SAIT,INDEPENDENT,2987,377
MPIGI,NALUYANGE  JAMIRAH,ANT,1634,377
MUBENDE,NAKAZIBWE  HOPE GRANIA,NRM,69286,377
MUBENDE,NABAWANUKA  SUMAYAH,NUP,45571,377
MUBENDE,NALUSIBA  ALLEN,INDEPENDENT,1404,377
MUKONO,NABUKEERA  HANIFA HUSSEIN,NUP,102162,378
MUKONO,NAKAVUBU  MARGARET BAKUBI,NRM,49363,378
MUKONO,NALUGO  MARY MARGARET,INDEPENDENT,12601,378
MUKONO,NALUMU  MERHAB KIRIGWAJJO,DP,11791,378
MUKONO,NASSIMBWA  NANCY,FDC,6101,378
MUKONO,MWIRU  VICTORIA,INDEPENDENT,3684,378
MUKONO,NAKINTU  SARAH,ANT,1721,378
NABILATUK,AWAS  SYLVIA VICKY,NRM,7929,379
NABILATUK,MANIMAN  AKOL RISA ANNE,INDEPENDENT,5600,379
NABILATUK,ADAMS  HADIJAH,INDEPENDENT,1754,379
NABILATUK,LOKUBAL  EMMA,INDEPENDENT,869,379
NAKAPIRIPIRIT,ANYAKUN  ESTHER DAVINIA,NRM,19988,379
NAKAPIRIPIRIT,IRIAMA  ROSE,INDEPENDENT,3526,379
NAKASEKE,NAJJUMA  SARAH,NRM,30298,380
NAKASEKE,NAKAWOOYA  ESTHER,DP,19182,380
NAKASEKE,MIREMBE  ALLEN MUVAARA,INDEPENDENT,11196,380
NAKASEKE,NAKALEMA  VIOLET,NUP,10585,380
NAKASONGOLA,ZAWEDDE  VICTORIOUS,INDEPENDENT,28325,380
NAKASONGOLA,KOMUHANGI  MARGARET,NRM,19718,380
NAKASONGOLA,NAMANYA  BETTY,INDEPENDENT,5443,380
NAKASONGOLA,NALUJJA  LYDIA,FDC,1764,380
NAMAYINGO,MAKHOHA  MARGARET,INDEPENDENT,25171,381
NAMAYINGO,MUKISA  ROBINA HOPE,NRM,23471,381
NAMAYINGO,WERE  BEATRICE NABWIRE,ANT,10525,381
NAMISINDWA,KAYAGI  SARAH NETALISIRE,NRM,40792,381
NAMISINDWA,NAKAZIBWE  FARIDAH NEKESA,FDC,10243,381
NAMISINDWA,WANYENYA  LEAH JULIET,INDEPENDENT,5689,381
NAMUTUMBA,NAIGAGA  MARIAM,NRM,32320,382
NAMUTUMBA,NAKISITA  BETTY MPONGO,INDEPENDENT,25348,382
NAMUTUMBA,MUSUBIKA  FALIDA,NUP,8364,382
NAMUTUMBA,BANGI  BRENDA,INDEPENDENT,3077,382
NAMUTUMBA,BALAMBA  ELIZABETH,INDEPENDENT,527,382
NAPAK,NAKUT  FAITH LORU,NRM,20250,382
NAPAK,NAMOE  STELLA NYOMERA,INDEPENDENT,15051,382
NEBBI,ACIBU  AGNES,NRM,39828,383
NEBBI,BITHOLA  IRENE,FDC,12984,383
NEBBI,ABEDICHAN  MERCY REBECCA,INDEPENDENT,8037,383
NEBBI,AOL  JACQUELINE RAMA,INDEPENDENT,7435,383
NEBBI,OROMBI  ANNET,INDEPENDENT,2094,383
NGORA,APOLOT  STELLA ISODO,FDC,20272,384
NGORA,AMONGIN  JACQUILINE,NRM,13954,384
NGORA,NAMUSANA  FAITH,DP,203,384
NGORA,ANGENYO  ANNET,ANT,156,384
NTOROKO,TUMWINE  ANNE MARY,NRM,9787,384
NTOROKO,MUJUNGU  JENNIFER K,INDEPENDENT,9679,384
NTOROKO,KARUNGI  MONICA,INDEPENDENT,2276,384
NTUNGAMO,KAMATENETI  JOSYLINE,NRM,156022,385
NTUNGAMO,NAMARA  CATHERINE MASIKO,INDEPENDENT,9175,385
NTUNGAMO,NAMARA  DEBORAH,FDC,4789,385
NTUNGAMO,SAYUNI  CRANIMH,ANT,4641,385
NWOYA,ACHAN  JUDITH PEACE,NRM,12485,385
NWOYA,ADONG  LILLY,INDEPENDENT,10706,385
NWOYA,ADYERO  SHILLA,INDEPENDENT,1408,385
NWOYA,KIBWOTA  BETTY,INDEPENDENT,515,385
NWOYA,ATIM  JENNIFER OGABA,DP,444,385
NWOYA,KIJANGE  STELLA LAJIRI,INDEPENDENT,348,385
OBONGI,MANENO  ZUMURA,NRM,3868,386
OBONGI,JOYO  HARRIET,INDEPENDENT,3122,386
OBONGI,ATAYA  SURAYA,INDEPENDENT,2696,386
OBONGI,EDEA  JOYCE KUPAJO,FDC,2173,386
OBONGI,AYIKE  REHEMA BALE,INDEPENDENT,776,386
OMORO,LAMWAKA  CATHERINE,NRM,17565,387
OMORO,LAIKA  BETTY SHEREED,INDEPENDENT,7223,387
OMORO,AKECH  BETTY GRACE OKULLO,INDEPENDENT,4111,387
OMORO,ALANYO  PROSSY OWINY,FDC,2944,387
OMORO,LALAM  BETTY KILAMA,DP,1900,387
OMORO,LANYERO  GRACE PAMELLA,INDEPENDENT,1170,387
OMORO,AKERA  SOPHIE GIOVANA,INDEPENDENT,519,387
OMORO,AMITO  TEDDY,ANT,233,387
OTUKE,ABEJA  SUSAN JOLLY,INDEPENDENT,17022,388
OTUKE,AKELLO  SILVIA,NRM,15752,388
OTUKE,OGWANG  PASKA GRACE,DP,300,388
OYAM,ALUM  SANTA SANDRA OGWANG,UPC,90787,388
OYAM,ACAYO  SANTA,NRM,9424,388
PADER,ACIRO  PASKA MENYA,INDEPENDENT,22606,389
PADER,LOWILA  CD OKETAYOT,NRM,19687,389
PADER,ODONG  VICKY NORAH,INDEPENDENT,1938,389
PADER,LAKOT  CHRISTINE,FDC,1549,389
PAKWACH,AVUR  JANE PACUTO,NRM,29594,389
PAKWACH,BAKIHT  SARAH,INDEPENDENT,15708,389
PAKWACH,AWEKONIMUNGU  PROSCOVIA,FDC,3154,389
PAKWACH,OCWII  SOPHY,INDEPENDENT,669,389
PAKWACH,OROMA  EMMANUELLA,INDEPENDENT,233,389
PALLISA,KAALA  KEVIN OJINGA,NRM,30350,390
PALLISA,IBASERET  JOSEPHINE NKIBS,INDEPENDENT,29381,390
PALLISA,ACHOLA  CATHERINE,INDEPENDENT,20235,390
PALLISA,ABBO  JANE,NUP,4113,390
PALLISA,MAGEZI  FORTUNATE FAVOUR NAOMI,INDEPENDENT,625,390
RAKAI,SUUBI  KINYAMATAMA JULIET K,INDEPENDENT,34291,390
RAKAI,NALUBEGA  GRACE,NUP,19682,390
RAKAI,LUBYAYI  ASHA KAYANJA,NRM,16634,390
RAKAI,TASHABWA  FAITH,INDEPENDENT,11240,390
RAKAI,KIKANSHEMEZA  NOWERENA,INDEPENDENT,306,390
RUBANDA,AKAMPURIRA  PROSSY MBABAZI,NRM,44618,391
RUBANDA,NINSIIMA  EVELYNE,INDEPENDENT,33500,391
RUBIRIZI,KESANDE  GRACE BATARINGAYA,NRM,28667,391
RUBIRIZI,AMANYA  JUDITH,INDEPENDENT,19474,391
RUKIGA,KAMUSIIME  CAROLINE,NRM,19908,392
RUKIGA,ATURINDA  ELIZABETH,INDEPENDENT,14558,392
RUKIGA,ATUKUNDA  ABU VICTORIA ABIGAIL,INDEPENDENT,3500,392
RUKIGA,NIWASASIRA  FORTUNATE,INDEPENDENT,526,392
RUKIGA,ATURINDA  JUDITH,FDC,419,392
RUKUNGIRI,NATUKUNDA  MIDIUS,NRM,62570,392
RUKUNGIRI,BAMUKWATSA  BETTY,FDC,35681,392
RUKUNGIRI,NABAASA  INNOCENT KASHOBERA,INDEPENDENT,6376,392
RUKUNGIRI,BABIHUGA  WINNIE JOSELYN,INDEPENDENT,6046,392
RWAMPARA,ASIIMWE  MUSIIME  MOLLY,NRM,22782,393
RWAMPARA,KANSIIME  ANNAH,INDEPENDENT,17788,393
SERERE,ADOA  HELLEN,NRM,50254,393
SERERE,ALASO  ALICE,ANT,19424,393
SERERE,AKIROR  IREN SUZAN,INDEPENDENT,4482,393
SERERE,ASEGE  AGNES,FDC,2500,393
SERERE,ATIM  MIRIAM,NUP,637,393
SHEEMA,NYAKIKONGORO  ROSEMARY,NRM,39982,393
SHEEMA,ATUHAIRE  JACKLET,INDEPENDENT,34399,393
SHEEMA,KATUSIIME  ADRINE,INDEPENDENT,6971,393
SIRONKO,WAMALA  NAMBOZO FLORENCE,INDEPENDENT,31119,393
SIRONKO,MAFABI  ASHA NABULO,NRM,29744,394
SIRONKO,WADADA  FEMIAR,FDC,17891,394
SIRONKO,NNAKAYENZE  AISHA,NUP,2743,394
SIRONKO,KAYEGI  EVA,INDEPENDENT,1192,394
SIRONKO,GIBU  JULIET GIBBS BERTOLINO,INDEPENDENT,535,394
SIRONKO,NADUNGA  HILDA,INDEPENDENT,530,394
SOROTI,ADEKE  ANNA EBAJU,FDC,34709,395
SOROTI,AMIGO  LEAH JESCA,NRM,15910,395
SOROTI,OSEGGE  ANGELLINE ASIO,INDEPENDENT,14318,395
SOROTI CITY,ACOM  JOAN ALOBO,FDC,10670,395
SOROTI CITY,AKOPE  CAROLINE AISU,INDEPENDENT,9359,395
SOROTI CITY,ISEET  JULIAN FEDE,NRM,7631,395
SOROTI CITY,AMULO  EMILLY SHEILLA,INDEPENDENT,1338,395
SOROTI CITY,ADYANGO  RACHEL FRANCES,INDEPENDENT,701,395
SOROTI CITY,ADECHO  ELIZABETH,INDEPENDENT,609,395
SOROTI CITY,ASIO  GRACE ONGOROK,NUP,596,395
SSEMBABULE,BEGUMISA MARY,NRM,,396
TEREGO,OBIGAH  ROSE,NRM,19733,396
TEREGO,ONYIRU  SARAH,INDEPENDENT,13798,396
TEREGO,ATAKO  AMINA,ANT,8131,396
TEREGO,ANGUPALE  ANIMU,INDEPENDENT,6660,396
TEREGO,DRICIRU  LUCY,DP,1789,397
TORORO,ACHIENG  SARAH OPENDI,NRM,76662,397
TORORO,AYO  JANCITA,INDEPENDENT,69011,397
TORORO,ABBO  ROSE MARY OWERE,FDC,7398,397
TORORO,OJAKA  DIANA,INDEPENDENT,2991,397
TORORO,ABWIN  SARAH EMOJONG,INDEPENDENT,1290,397
WAKISO,NALUYIMA  BETTY  ETHEL,NUP,364991,398
WAKISO,NANSUBUGA  ROSEMARY SENINDE,NRM,156371,398
WAKISO,NAKANJAKO  MARIAM NAKATO,JEEMA,16598,398
WAKISO,NAKIRYA  JACKIE PROVIDENCE,DP,11592,398
WAKISO,NAMUGGA  GRACE,FDC,9562,398
YUMBE,AVAKO  MELSA NAIMA GULE,NRM,38712,399
YUMBE,DRIWARU  ZAITUN,INDEPENDENT,30102,399
YUMBE,CHARITY  FARIDA,INDEPENDENT,3500,399
ZOMBO,AFOYOCHAN  ESTHER,NRM,44192,399
ZOMBO,ADONG  SARAH,DP,17254,399
